Iteration,Loss
0,10068.5625
1,10125.9716796875
2,10384.9130859375
3,10220.4423828125
4,9642.41796875
5,10974.4150390625
6,11507.9248046875
7,12217.4287109375
8,8454.1630859375
9,10574.0478515625
10,9208.75390625
11,8783.984375
12,10047.87109375
13,10428.439453125
14,10313.0380859375
15,9320.5546875
16,11945.470703125
17,10803.5732421875
18,10666.71875
19,9624.0673828125
20,10040.33984375
21,9652.119140625
22,12213.81640625
23,10297.9521484375
24,7248.25830078125
25,8464.2763671875
26,9129.375
27,8437.0947265625
28,8145.43994140625
29,12091.4599609375
30,12082.900390625
31,10408.7314453125
32,11815.9169921875
33,9365.8310546875
34,10015.1015625
35,10580.5263671875
36,9145.908203125
37,10815.306640625
38,10476.6220703125
39,9110.2587890625
40,7277.12109375
41,9421.537109375
42,9271.671875
43,7845.00341796875
44,7107.5322265625
45,8921.2138671875
46,8959.3720703125
47,10186.34375
48,9368.5634765625
49,7934.13134765625
50,7290.7958984375
51,7687.2109375
52,7604.61962890625
53,8856.962890625
54,7322.70703125
55,7171.62890625
56,6350.6767578125
57,9439.4814453125
58,7336.779296875
59,6110.0478515625
60,7128.3974609375
61,6294.4521484375
62,7195.55517578125
63,7020.78515625
64,6973.86279296875
65,6642.37109375
66,5782.658203125
67,5920.7275390625
68,5736.11669921875
69,5045.89697265625
70,5180.505859375
71,4889.82080078125
72,5902.130859375
73,4905.7216796875
74,4712.24609375
75,4466.3017578125
76,4691.0146484375
77,3851.87353515625
78,3085.844482421875
79,3470.5009765625
80,3251.545654296875
81,2694.651123046875
82,3526.77734375
83,3097.46142578125
84,1967.830322265625
85,1977.939208984375
86,2553.09619140625
87,2331.19189453125
88,1408.162841796875
89,1074.16357421875
90,2100.552490234375
91,1379.63671875
92,1376.822998046875
93,1287.3477783203125
94,662.9682006835938
95,1030.845458984375
96,1069.0054931640625
97,631.9277954101562
98,852.2537231445312
99,803.480712890625
100,586.7863159179688
101,749.7561645507812
102,456.07855224609375
103,431.6233825683594
104,420.50543212890625
105,400.29315185546875
106,544.2206420898438
107,520.2723388671875
108,565.2418823242188
109,311.9695129394531
110,295.64215087890625
111,356.09283447265625
112,409.3136291503906
113,333.2253723144531
114,328.0719909667969
115,239.3221893310547
116,294.2557678222656
117,347.37396240234375
118,248.76976013183594
119,276.0501708984375
120,360.0359802246094
121,302.99578857421875
122,279.8376159667969
123,201.78758239746094
124,219.26927185058594
125,225.5011444091797
126,227.45164489746094
127,200.34597778320312
128,261.4906921386719
129,156.95223999023438
130,149.68563842773438
131,252.33375549316406
132,211.35511779785156
133,138.92503356933594
134,154.69952392578125
135,114.22271728515625
136,214.34446716308594
137,159.95555114746094
138,136.75982666015625
139,115.18861389160156
140,103.5807113647461
141,105.91923522949219
142,154.70089721679688
143,104.989013671875
144,92.42650604248047
145,96.84059143066406
146,107.14253234863281
147,134.14810180664062
148,79.56658172607422
149,91.21414184570312
150,100.44551086425781
151,108.7099380493164
152,79.36756134033203
153,93.28472137451172
154,69.77721405029297
155,94.60470581054688
156,77.51521301269531
157,83.44959259033203
158,76.49515533447266
159,52.39970779418945
160,61.57292938232422
161,62.04890441894531
162,47.97554016113281
163,55.036441802978516
164,58.21854782104492
165,57.58148193359375
166,70.21944427490234
167,50.64334487915039
168,37.706077575683594
169,42.46369171142578
170,43.04244613647461
171,59.17555618286133
172,41.29559326171875
173,57.90389633178711
174,57.88570022583008
175,37.26162338256836
176,39.35009765625
177,41.26044464111328
178,44.776885986328125
179,43.735694885253906
180,41.843299865722656
181,33.208553314208984
182,39.309974670410156
183,33.009117126464844
184,31.102027893066406
185,36.2795295715332
186,28.184751510620117
187,38.00262451171875
188,34.02659606933594
189,25.732013702392578
190,24.94601821899414
191,43.000343322753906
192,34.01634216308594
193,31.211584091186523
194,25.63585090637207
195,23.098405838012695
196,26.929931640625
197,24.828622817993164
198,25.039024353027344
199,26.843671798706055
200,18.107097625732422
201,24.48331642150879
202,19.40042495727539
203,20.02632713317871
204,20.423336029052734
205,17.67323112487793
206,25.07932472229004
207,21.403079986572266
208,20.404911041259766
209,18.03666877746582
210,15.745380401611328
211,17.273059844970703
212,21.649702072143555
213,19.647077560424805
214,18.070419311523438
215,21.648481369018555
216,19.549224853515625
217,19.652536392211914
218,16.508686065673828
219,17.210420608520508
220,16.50146484375
221,17.091598510742188
222,15.437573432922363
223,19.808956146240234
224,16.850383758544922
225,16.65338897705078
226,15.86235523223877
227,16.77549171447754
228,19.666658401489258
229,24.111976623535156
230,15.756011962890625
231,15.896623611450195
232,18.165876388549805
233,25.050764083862305
234,16.517702102661133
235,13.909873962402344
236,16.672056198120117
237,21.244754791259766
238,13.152117729187012
239,16.296234130859375
240,15.718172073364258
241,11.365478515625
242,12.628232955932617
243,19.809803009033203
244,18.105302810668945
245,18.890926361083984
246,14.734580039978027
247,15.361353874206543
248,12.52422046661377
249,14.459689140319824
250,12.476280212402344
251,14.918986320495605
252,12.645844459533691
253,12.171170234680176
254,12.94105339050293
255,12.024346351623535
256,11.520622253417969
257,10.531011581420898
258,9.304101943969727
259,11.0023193359375
260,9.924971580505371
261,11.545546531677246
262,11.470062255859375
263,10.579153060913086
264,9.686058044433594
265,14.736781120300293
266,9.2035551071167
267,10.010066986083984
268,15.484975814819336
269,11.853758811950684
270,10.313154220581055
271,14.293581008911133
272,12.728967666625977
273,10.616554260253906
274,10.770430564880371
275,10.469592094421387
276,13.921161651611328
277,10.596311569213867
278,10.307488441467285
279,12.282491683959961
280,9.275002479553223
281,10.537378311157227
282,10.048439979553223
283,10.664871215820312
284,8.322711944580078
285,9.83154296875
286,8.611856460571289
287,8.217456817626953
288,8.494792938232422
289,10.941296577453613
290,9.641165733337402
291,7.926113128662109
292,7.409832954406738
293,10.929097175598145
294,7.946680545806885
295,8.9605712890625
296,8.651115417480469
297,7.124984264373779
298,9.026968002319336
299,9.56877326965332
300,8.457844734191895
301,8.821063995361328
302,8.804316520690918
303,7.8432817459106445
304,8.397388458251953
305,8.07632827758789
306,12.180147171020508
307,8.212285041809082
308,11.618681907653809
309,7.129202842712402
310,10.061929702758789
311,8.59072494506836
312,7.180812358856201
313,6.943426132202148
314,9.743370056152344
315,7.95367956161499
316,7.004153728485107
317,8.828531265258789
318,7.809955596923828
319,7.559955596923828
320,8.53244400024414
321,9.032989501953125
322,8.526347160339355
323,7.737652778625488
324,7.616870880126953
325,9.569316864013672
326,8.4368257522583
327,7.732166290283203
328,9.23523998260498
329,9.218330383300781
330,6.595508575439453
331,6.777835369110107
332,7.945897102355957
333,7.86562967300415
334,7.925556659698486
335,7.241559028625488
336,6.726751327514648
337,7.222770690917969
338,7.533695220947266
339,7.629800796508789
340,9.031148910522461
341,7.100410461425781
342,7.2346906661987305
343,8.082138061523438
344,6.873208045959473
345,5.8787384033203125
346,6.970278739929199
347,6.480340957641602
348,7.981110095977783
349,8.290945053100586
350,6.726644992828369
351,7.59012508392334
352,7.057642936706543
353,7.458481788635254
354,7.671377182006836
355,9.292167663574219
356,6.475495338439941
357,6.269047260284424
358,8.579267501831055
359,7.1506242752075195
360,7.8167948722839355
361,7.5594682693481445
362,7.033579349517822
363,6.663170337677002
364,6.954757213592529
365,6.807056427001953
366,7.191166400909424
367,6.137593746185303
368,6.992987155914307
369,8.143109321594238
370,6.961792945861816
371,7.476376533508301
372,6.671017169952393
373,8.256754875183105
374,5.824674129486084
375,6.717504024505615
376,6.954109191894531
377,8.023995399475098
378,6.728243827819824
379,6.867519378662109
380,7.173201560974121
381,6.584601879119873
382,6.724321365356445
383,5.824739933013916
384,6.49898099899292
385,5.992668628692627
386,5.870644569396973
387,5.780745506286621
388,5.785001277923584
389,9.033318519592285
390,6.9496684074401855
391,6.818582534790039
392,5.725500583648682
393,8.240887641906738
394,5.413567066192627
395,6.408790588378906
396,5.77449369430542
397,6.105006694793701
398,6.671810150146484
399,6.437003135681152
400,6.797094345092773
401,7.099237442016602
402,6.079775333404541
403,6.44632625579834
404,5.145172595977783
405,6.196004867553711
406,6.278773307800293
407,5.556232452392578
408,7.846061706542969
409,5.215767860412598
410,6.152586936950684
411,5.088773250579834
412,6.503013610839844
413,6.4374589920043945
414,6.941271781921387
415,5.256739616394043
416,5.410025119781494
417,6.448807716369629
418,6.252941131591797
419,6.637679576873779
420,6.090023040771484
421,5.638740539550781
422,7.23555850982666
423,6.1326518058776855
424,5.567541599273682
425,4.970055103302002
426,6.255058288574219
427,4.843062877655029
428,5.286242485046387
429,6.113340854644775
430,6.8632330894470215
431,4.691044330596924
432,4.714488983154297
433,5.425149440765381
434,5.286330223083496
435,6.268650531768799
436,5.643059730529785
437,5.55909538269043
438,5.468578815460205
439,5.239409446716309
440,5.653618335723877
441,6.534595489501953
442,5.080268383026123
443,5.564057350158691
444,7.198947429656982
445,6.310144424438477
446,5.924083232879639
447,5.4422478675842285
448,4.643462181091309
449,5.283906936645508
450,5.70884895324707
451,5.3062334060668945
452,6.757225513458252
453,5.543715476989746
454,7.013023853302002
