Iteration,Loss
0,11177.9404296875
1,9520.666015625
2,10946.5546875
3,11327.37109375
4,11059.666015625
5,10047.2470703125
6,9553.623046875
7,7355.4931640625
8,11934.0751953125
9,6462.306640625
10,11035.1123046875
11,8631.9482421875
12,10598.001953125
13,8669.595703125
14,9325.4658203125
15,8499.611328125
16,10634.3515625
17,11553.3388671875
18,10196.974609375
19,10611.9111328125
20,10629.8193359375
21,7395.11376953125
22,9102.2314453125
23,9931.853515625
24,10841.478515625
25,9126.46875
26,10456.265625
27,9780.23046875
28,9196.1953125
29,9659.349609375
30,10336.4169921875
31,9841.2587890625
32,10010.0537109375
33,8696.0087890625
34,10460.689453125
35,9667.7578125
36,11703.107421875
37,9593.0947265625
38,10198.537109375
39,9173.04296875
40,9749.951171875
41,9477.123046875
42,9493.6376953125
43,9858.2998046875
44,11288.095703125
45,11515.134765625
46,7815.6953125
47,9534.2890625
48,10675.69921875
49,11303.8779296875
50,9521.3544921875
51,7818.505859375
52,10845.6064453125
53,8899.4775390625
54,9539.3818359375
55,10452.9814453125
56,11911.5634765625
57,8400.9521484375
58,10676.701171875
59,10985.66796875
60,8897.5322265625
61,9478.5849609375
62,10958.50390625
63,9349.9248046875
64,9106.2763671875
65,7826.5029296875
66,8648.6083984375
67,10669.177734375
68,8446.03515625
69,8863.083984375
70,10096.3671875
71,9949.15625
72,8855.28515625
73,10299.4736328125
74,9289.2490234375
75,10676.2373046875
76,9176.1005859375
77,9463.376953125
78,7700.74951171875
79,8442.0654296875
80,6873.0537109375
81,6653.49365234375
82,6397.384765625
83,5673.19140625
84,6376.59814453125
85,7009.5439453125
86,7390.5390625
87,6526.9716796875
88,6592.486328125
89,6814.44970703125
90,6274.658203125
91,8525.9228515625
92,5516.6435546875
93,7085.04052734375
94,6487.9697265625
95,5319.201171875
96,5853.099609375
97,5541.89013671875
98,6384.81640625
99,5756.58740234375
100,4910.771484375
101,5465.607421875
102,5256.6748046875
103,4274.1748046875
104,4217.216796875
105,4334.31298828125
106,5284.7216796875
107,5049.91552734375
108,4335.515625
109,4924.46484375
110,3652.35400390625
111,4083.44140625
112,3547.312744140625
113,3063.603271484375
114,3614.847900390625
115,3228.207763671875
116,2995.1220703125
117,2788.66455078125
118,3410.577392578125
119,3091.154541015625
120,2791.72998046875
121,1998.58544921875
122,2165.12060546875
123,2239.7041015625
124,2034.394287109375
125,1569.7652587890625
126,1829.6182861328125
127,1997.8951416015625
128,1893.1953125
129,1605.8271484375
130,1884.39208984375
131,1875.3192138671875
132,1168.2745361328125
133,1034.7830810546875
134,1141.495849609375
135,1470.9298095703125
136,1039.6109619140625
137,1476.6453857421875
138,1230.8233642578125
139,1099.6185302734375
140,1012.6953125
141,823.9501953125
142,1048.9000244140625
143,1076.3284912109375
144,978.6006469726562
145,966.621826171875
146,953.9773559570312
147,372.2040710449219
148,720.4588012695312
149,932.4971923828125
150,507.13226318359375
151,906.3290405273438
152,730.67919921875
153,674.7581787109375
154,596.77490234375
155,686.012939453125
156,800.6224975585938
157,776.5086669921875
158,458.4341735839844
159,596.4796142578125
160,718.1866455078125
161,554.3792724609375
162,496.99017333984375
163,364.7911376953125
164,510.4376220703125
165,488.2176818847656
166,392.069580078125
167,394.9516906738281
168,448.6357421875
169,468.20550537109375
170,565.036376953125
171,365.08551025390625
172,536.8702392578125
173,468.91229248046875
174,392.0210876464844
175,325.780517578125
176,270.7034912109375
177,359.5037841796875
178,237.12600708007812
179,212.30577087402344
180,261.685791015625
181,306.5686950683594
182,221.9082489013672
183,232.05609130859375
184,245.88232421875
185,301.09588623046875
186,239.1454620361328
187,224.19554138183594
188,216.20703125
189,212.914306640625
190,207.5410614013672
191,156.30760192871094
192,230.14056396484375
193,200.09039306640625
194,232.67042541503906
195,182.9080047607422
196,185.437255859375
197,118.78013610839844
198,143.61439514160156
199,170.66064453125
200,186.91329956054688
201,162.82810974121094
202,150.96221923828125
203,135.34197998046875
204,175.26487731933594
205,163.8889617919922
206,137.6389923095703
207,159.46434020996094
208,129.34219360351562
209,119.06771850585938
210,100.1081314086914
211,109.19644927978516
212,143.0277862548828
213,132.29959106445312
214,116.50977325439453
215,136.10073852539062
216,110.34777069091797
217,117.53043365478516
218,98.1421127319336
219,74.59220123291016
220,92.45645141601562
221,115.81932067871094
222,114.23808288574219
223,111.6509017944336
224,96.36726379394531
225,106.33767700195312
226,90.91481018066406
227,86.94882202148438
228,87.11679077148438
229,92.80646514892578
230,86.51577758789062
231,73.84253692626953
232,94.05289459228516
233,70.65731048583984
234,74.44496154785156
235,58.707740783691406
236,54.92094039916992
237,85.0163345336914
238,65.83710479736328
239,86.96435546875
240,61.59319305419922
241,69.86116027832031
242,70.6661376953125
243,51.92270278930664
244,58.79671859741211
245,50.836944580078125
246,64.38855743408203
247,51.10930252075195
248,61.24243927001953
249,72.32981872558594
250,82.44519805908203
251,63.9677619934082
252,70.24050903320312
253,54.815147399902344
254,55.571006774902344
255,55.35929870605469
256,54.82288360595703
257,60.095584869384766
258,56.69126892089844
259,65.28325653076172
260,40.28086471557617
261,49.338687896728516
262,45.755741119384766
263,36.651302337646484
264,52.672237396240234
265,43.90169906616211
266,50.546077728271484
267,54.19990539550781
268,48.147422790527344
269,42.17173767089844
270,49.32083511352539
271,43.481693267822266
272,42.76932144165039
273,40.669151306152344
274,42.47294235229492
275,35.19768142700195
276,43.17204666137695
277,51.72837448120117
278,36.575626373291016
279,34.91364288330078
280,37.865257263183594
281,42.01612854003906
282,34.483978271484375
283,32.403167724609375
284,26.273359298706055
285,39.18157958984375
286,39.51884841918945
287,34.576515197753906
288,45.30447769165039
289,37.06998062133789
290,34.36659240722656
291,36.285953521728516
292,38.4825439453125
293,34.07406997680664
294,33.6963005065918
295,28.41826629638672
296,24.224973678588867
297,29.446226119995117
298,32.859046936035156
299,37.006805419921875
300,26.908830642700195
301,32.648014068603516
302,30.023784637451172
303,29.274547576904297
304,35.24877166748047
305,36.73870849609375
306,28.35363006591797
307,28.111902236938477
308,23.95522689819336
309,28.031034469604492
310,26.037107467651367
311,24.68878936767578
312,27.95653533935547
313,28.04610252380371
314,25.015756607055664
315,28.954444885253906
316,25.866575241088867
317,23.689836502075195
318,26.159425735473633
319,23.701364517211914
320,23.07261085510254
321,21.981184005737305
322,19.760677337646484
323,21.303630828857422
324,22.746097564697266
325,17.588613510131836
326,29.932966232299805
327,20.100311279296875
328,21.6318359375
329,17.05214500427246
330,25.238012313842773
331,19.6131534576416
332,22.495519638061523
333,23.748458862304688
334,21.47237205505371
335,18.843294143676758
336,17.90717887878418
337,24.218135833740234
338,21.676183700561523
339,16.335708618164062
340,18.87871742248535
341,16.593233108520508
342,19.90178680419922
343,20.373403549194336
344,17.6238956451416
345,20.609764099121094
346,20.958906173706055
347,19.176136016845703
348,22.93062400817871
349,22.586116790771484
350,23.698333740234375
351,16.843490600585938
352,20.34325408935547
353,16.437824249267578
354,20.186561584472656
355,19.46619987487793
356,16.68366241455078
357,18.153562545776367
358,21.027036666870117
359,19.523162841796875
360,16.860441207885742
361,15.632536888122559
362,17.401592254638672
363,15.646448135375977
364,16.12205696105957
365,21.25263023376465
366,22.082744598388672
367,16.56952476501465
368,17.377073287963867
369,15.902795791625977
370,13.982009887695312
371,14.192160606384277
372,14.527134895324707
373,12.830439567565918
374,13.498708724975586
375,12.874289512634277
376,14.446952819824219
377,10.69658088684082
378,14.70687198638916
379,15.969130516052246
380,14.269695281982422
381,15.147392272949219
382,12.007078170776367
383,14.860143661499023
384,15.856742858886719
385,12.873881340026855
386,15.283344268798828
387,13.476887702941895
388,14.492940902709961
389,16.02530288696289
390,11.579495429992676
391,20.859130859375
392,12.760808944702148
393,14.271583557128906
394,17.766328811645508
395,16.808034896850586
396,13.222766876220703
397,14.965957641601562
398,12.044273376464844
399,14.318442344665527
400,17.741836547851562
401,12.928200721740723
402,11.23820972442627
403,19.116392135620117
404,8.229598999023438
405,16.71717071533203
406,19.75494384765625
407,11.352262496948242
408,16.992725372314453
409,10.319618225097656
410,12.368282318115234
411,14.675018310546875
412,11.889548301696777
413,9.722111701965332
414,14.696640968322754
415,11.417328834533691
416,9.826273918151855
417,12.488913536071777
418,11.315590858459473
419,12.992706298828125
420,11.77520751953125
421,9.62601375579834
422,10.686454772949219
423,9.608938217163086
424,10.058450698852539
425,9.89423656463623
426,10.375679969787598
427,11.156707763671875
428,11.241703987121582
429,10.41546630859375
430,9.144164085388184
431,13.043346405029297
